"","load","honeycomb_mode","ipa_bound","bound","ipa_consistency","lease","condition","mix","read_lat_mean","read_lat_median","read_lat_p95","read_lat_p99","read_rate","incr_lat_mean","incr_lat_median","incr_rate","overall_latency_mean","read_strong_fraction"
"1035",4096,"flat5","tolerance:0.1","error: 10%","strong","0ms","High load","default",9.3767424437,5.726064,16.130813,22.731443,5833.01457921,16.3535906079,15.766581,1451.92037715,10.77211207654,0
"1036",4096,"normal","tolerance:0.05","error: 5%","strong","0ms","Normal (high load)","default",11.027532729,10.808262,18.715147,23.622094,5817.42092274,34.2069968758,37.824901,1449.13264361,15.66342555836,0
"1037",4096,"flat5","tolerance:0.05","error: 5%","strong","0ms","High load","default",8.74059286232,5.747168,16.954269,20.351071,5785.5404786,17.0126049522,16.34426,1442.24237928,10.394995280296,0
"1038",4096,"normal","tolerance:0.01","error: 1%","strong","0ms","Normal (high load)","default",10.6539926854,10.477231,18.496436,24.778175,5942.93764423,41.7816602405,41.217312,1477.38325118,16.87952619642,0
"1039",4096,"flat5","tolerance:0.01","error: 1%","strong","0ms","High load","default",6.08953275435,5.808234,6.051261,12.948243,5745.25402271,16.5500181583,16.502206,1435.44438264,8.18162983514,0
"1040",4096,"normal","tolerance:0","error: 0%","strong","0ms","Normal (high load)","default",11.6000698905,11.108503,19.983138,34.006857,5653.38603423,64.1147611265,67.427099,1410.23024134,22.1030081377,0
"1041",4096,"flat5","tolerance:0","error: 0%","strong","0ms","High load","default",10.091779634,5.756112,17.08073,97.522855,5753.70112198,27.9901540097,28.067182,1437.98444659,13.67145450914,0
"1042",128,"normal","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",11.4026254479,11.175688,19.740688,24.640278,7078.40718425,51.548689632,48.393149,71.4505556325,11.804086089741,0
"1043",128,"slowpoke_flat","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",21.7254186831,10.802998,100.991877,121.040167,5015.03310861,169.053709722,157.282149,50.8081743404,23.198701593489,0
"1044",128,"google","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",57.2292385558,2.254281,172.569566,447.761026,1926.87972687,423.303408579,430.52155,20.0880573217,60.889980256032,0
"1046",128,"flat5","tolerance:0.1","error: 10%","strong","0ms","Uniform
(5ms)","read_heavy",8.39307108089,5.749828,17.211213,19.447613,6980.24922868,22.2776830193,17.528406,71.5858061988,8.5319172002741,0
"1047",128,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",10.7552658144,10.644728,18.736474,22.015072,7110.83280639,140.896599024,90.895297,70.5813717203,12.056679146496,0
"1048",128,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",51.9186761116,1.894658,170.947715,389.101476,1949.7069073,614.841827086,647.431451,19.2356051849,57.547907621344,0
"1050",128,"flat5","tolerance:0.1","error: 10%","strong","200ms","Uniform
(5ms)","read_heavy",5.43381343164,5.316925,6.095248,6.232063,7074.21607924,109.904963561,37.9531,72.7975564755,6.4785249329336,0
"1051",128,"normal","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",11.396611387,10.952492,19.3637,23.69091,7021.59285879,56.219347341,57.55162,70.3861739288,11.84483874654,0
"1052",128,"slowpoke_flat","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",19.1487031959,10.788597,100.99362,188.116766,5348.37913745,184.494554848,162.318897,52.8311500794,20.802161712421,0
"1053",128,"google","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",61.5781477298,2.297192,174.75765,447.996151,1812.46098889,433.737574937,440.495388,20.079243692,65.299742001872,0
"1055",128,"flat5","tolerance:0.05","error: 5%","strong","0ms","Uniform
(5ms)","read_heavy",8.97583391673,5.75836,16.883749,19.277383,6861.74362616,24.1012942321,26.138834,69.5121438595,9.1270885198837,0
"1056",128,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",10.4250129391,10.076831,19.326168,22.317971,7185.87424652,191.271842545,244.447119,72.5866645315,12.233481235159,0
"1057",128,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",18.257902941,10.345337,100.409766,101.511572,5259.00874894,341.887904184,357.169412,54.1166452139,21.49420295343,0
"1058",128,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",48.6261263361,1.836999,169.730118,383.326025,2047.85496273,626.92068905,644.605303,21.5383752239,54.409071963239,0
"1060",128,"flat5","tolerance:0.05","error: 5%","strong","200ms","Uniform
(5ms)","read_heavy",5.48383559307,5.314249,6.103559,6.224085,7176.75119774,164.724312586,219.360122,71.5216376418,7.0762403629993,0
"1061",128,"normal","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",11.2957918855,10.927798,19.754678,26.882207,6938.3865354,61.8758189446,65.21065,69.6142301551,11.801592156091,0
"1062",128,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",20.2830462944,10.777508,100.995069,157.369496,5383.61118253,205.191391321,169.82474,52.8276154499,22.132129744666,0
"1063",128,"google","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",60.2902450283,2.294847,172.942438,427.219308,1817.83206261,431.900162401,438.911975,18.1718147918,64.006344202027,0
"1065",128,"flat5","tolerance:0.01","error: 1%","strong","0ms","Uniform
(5ms)","read_heavy",9.17553882653,5.739116,16.809877,18.189772,6775.75708726,25.662288858,26.190433,70.0252349358,9.3404063268447,0
"1066",128,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",10.6268613668,10.742126,18.760892,22.054844,7094.58721975,255.942953391,257.447291,69.8227211213,13.080022287042,0
"1067",128,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",17.061432752,10.332053,100.377313,101.19681,5252.75512382,404.84878155,367.999276,52.6131420491,20.93930623998,0
"1068",128,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",50.5975185515,1.820058,169.858407,384.231372,1965.62479541,653.584625184,661.956569,19.3317332323,56.627389617825,0
"1070",128,"normal","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",11.4059933402,10.964276,20.013831,35.651739,7077.30576527,63.0733616829,65.914167,70.4267990694,11.922667023627,0
"1071",128,"slowpoke_flat","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",26.4483788372,10.898323,101.05951,198.05855,4138.41643116,207.329095093,173.625097,42.0500194401,28.257185999758,0
"1072",128,"google","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",58.5122134564,2.264573,174.566546,514.837299,1947.53491655,430.704076451,441.29325,20.8206009879,62.234132086346,0
"1074",128,"flat5","tolerance:0","error: 0%","strong","0ms","Uniform
(5ms)","read_heavy",9.34655040911,5.759249,16.962155,18.327787,6942.62154349,26.3342958545,26.26476,70.9338997989,9.5164278635639,0
"1075",128,"normal","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",10.5536560509,10.277191,19.257692,22.551116,7117.45349862,255.485616903,257.467208,71.4698826786,13.002975659421,0
"1076",128,"google","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",53.9489312238,1.913113,171.07782,394.95459,2027.9594434,642.32740963,650.936312,21.1884073631,59.832716007862,0
"1078",128,"flat5","tolerance:0","error: 0%","strong","200ms","Uniform
(5ms)","read_heavy",5.4543889807,5.312844,6.079856,6.220639,7138.43328495,222.907120905,226.585434,71.4640653409,7.628916299943,0
"1079",512,"normal","tolerance:0.1","error: 10%","strong","0ms","Normal","read_heavy",11.3725943196,10.998225,19.849205,24.475153,7214.99642627,50.5418383554,47.451541,74.3851313384,11.764286759958,0
"1080",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","0ms","Slow replica","read_heavy",24.3780710459,10.714986,100.946862,203.490868,6947.72436001,152.306425666,145.847353,71.0039877832,25.657354592101,0
"1081",512,"google","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",57.9672040965,1.915064,169.707512,520.85211,6238.96241595,334.158073334,391.784646,62.4183991951,60.729112788875,0
"1083",512,"flat5","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",9.73903944033,5.732982,16.305744,25.6629,7074.833638,23.8697199217,25.981066,71.0377583169,9.8803462451437,0
"1084",512,"slowpoke_flat","tolerance:0.1","error: 10%","strong","200ms","Slow replica","read_heavy",17.4644648021,10.296724,100.347515,101.183374,6975.43477451,247.911076766,321.248834,73.5945422264,19.768930921739,0
"1086",512,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",5.43038411517,5.31545,6.09024,6.234155,7185.60867628,112.699872053,38.06161,70.7200699078,6.5030789945483,0
"1087",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","0ms","Slow replica","read_heavy",27.8315268729,10.710725,101.008058,212.418238,6867.47986654,185.64621002,162.253105,68.4820906645,29.409673704371,0
"1088",512,"google","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",60.555788952,1.944746,172.148497,465.589653,6120.47489846,363.332038162,402.591726,62.1785942804,63.5835514441,0
"1090",512,"flat5","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",11.4510005703,5.753341,16.576734,115.72707,7076.14488679,25.3432697526,26.099194,69.4856919647,11.589923262123,0
"1091",512,"normal","tolerance:0.05","error: 5%","strong","200ms","Normal","read_heavy",10.5257816979,10.198657,19.156409,26.022089,7095.32469483,196.528835492,246.148899,72.1665173588,12.385812235841,0
"1092",512,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms","Slow replica","read_heavy",16.1470619518,10.29982,100.273992,101.192457,7108.38098819,307.847724477,341.706341,71.311415873,19.064068577052,0
"1093",512,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",48.1764004492,1.516253,169.513586,254.90574,6636.71319784,520.718985452,607.065421,66.9884025346,52.901826299228,0
"1095",512,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",5.42973463025,5.309351,6.068949,6.182376,7286.40951325,167.290949755,216.540137,73.5383383808,7.0483467814975,0
"1096",512,"normal","tolerance:0.01","error: 1%","strong","0ms","Normal","read_heavy",11.0443768714,10.876949,18.955284,23.856701,7163.2532301,62.128728855,65.473254,73.3923993046,11.555220391236,0
"1097",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms","Slow replica","read_heavy",25.121251784,10.70776,100.953445,210.799968,6873.3298163,209.749061945,171.311984,69.779776538,26.96752988561,0
"1098",512,"google","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",63.0193181705,1.919531,174.59078,616.753436,5807.34632317,423.519716025,420.591941,58.0278602864,66.624322149045,0
"1100",512,"flat5","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",12.2567217245,5.761408,16.768149,161.530388,7068.96792376,27.8096351645,26.17434,70.4701164996,12.4122508589,0
"1101",512,"normal","tolerance:0.01","error: 1%","strong","200ms","Normal","read_heavy",10.5236277429,10.367346,18.912674,27.09538,7071.02640361,252.953560489,256.142796,71.7669152699,12.947927070361,0
"1102",512,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms","Slow replica","read_heavy",17.8831160849,10.302272,100.349102,120.917504,7159.40898999,380.564540672,352.757311,74.6088613694,21.509930330771,0
"1103",512,"google","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",52.6120587423,1.585793,169.548504,272.665313,7076.34200188,614.68907021,626.130301,71.9496709732,58.232828856977,0
"1105",512,"flat5","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",5.44636883501,5.316422,6.109054,6.246192,7237.03072136,217.398140769,226.585233,74.2771467238,7.5658865543499,0
"1106",512,"normal","tolerance:0","error: 0%","strong","0ms","Normal","read_heavy",11.337838734,10.914222,19.555124,31.493389,7279.04419403,62.2233972357,64.462537,74.1480887514,11.846694319017,0
"1107",512,"slowpoke_flat","tolerance:0","error: 0%","strong","0ms","Slow replica","read_heavy",22.0759952613,10.70603,100.937136,211.064419,6986.38928128,206.554004174,166.993389,70.7551240408,23.920775350427,0
"1108",512,"google","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",57.3861305575,1.883361,173.86864,448.07096,6472.51465068,425.812935475,419.030075,65.6220881485,61.070398606675,0
"1110",512,"flat5","tolerance:0","error: 0%","strong","0ms",NA,"read_heavy",11.4522744049,5.764212,16.365851,156.598246,7060.81236476,27.3153152179,26.18238,71.5893952412,11.61090481303,0
"1111",512,"normal","tolerance:0","error: 0%","strong","200ms","Normal","read_heavy",10.5991303177,10.026747,19.257679,27.548645,7247.24885074,254.318930239,256.18034,71.8584122701,13.036328316913,0
"1112",512,"slowpoke_flat","tolerance:0","error: 0%","strong","200ms","Slow replica","read_heavy",16.6377423202,10.297484,100.301286,101.081483,7231.20725589,389.848916687,354.051254,74.2668746753,20.369854063868,0
"1113",512,"google","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",46.8632537318,1.53153,168.063576,334.657579,6978.9373864,620.560632409,632.980291,68.5243375632,52.600227518572,0
"1115",512,"flat5","tolerance:0","error: 0%","strong","200ms",NA,"read_heavy",5.48913582139,5.31951,6.09102,6.253562,6889.05317647,223.202458208,226.631491,69.1618886783,7.6662690452561,0
"1116",2048,"normal","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",11.2435725092,11.0599,19.362448,25.417314,7033.40232755,51.4172279482,47.886046,68.7419177263,11.64530906359,0
"1118",2048,"flat5","tolerance:0.1","error: 10%","strong","0ms",NA,"read_heavy",11.571442349,5.754747,16.47218,128.70188,7126.47240044,25.1910824308,25.996885,71.6848339804,11.707638749818,0
"1119",2048,"normal","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",10.6196492071,10.587579,18.676677,23.625907,7386.92558386,132.893834766,76.079354,74.7169114449,11.842391062689,0
"1120",2048,"google","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",47.9305108103,1.558672,167.836106,204.078229,6968.14831008,432.660960076,393.885672,68.63301186,51.777815302957,0
"1122",2048,"flat5","tolerance:0.1","error: 10%","strong","200ms",NA,"read_heavy",5.45107067324,5.318145,6.086302,6.208793,7262.74403403,111.754073143,38.090849,71.7569610724,6.5141006979376,0
"1123",2048,"normal","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",11.4639437554,11.18746,19.69328,31.130995,7313.81664643,55.6369164137,58.320989,73.1377766015,11.905673481983,0
"1124",2048,"google","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",73.7047072179,1.996172,190.835051,628.354421,6876.38930535,379.380239131,403.383414,69.2794818412,76.761462537031,0
"1126",2048,"flat5","tolerance:0.05","error: 5%","strong","0ms",NA,"read_heavy",14.5280084039,5.75353,17.344261,197.586833,7032.02512156,27.7583185657,26.117753,72.6477382614,14.660311505518,0
"1127",2048,"normal","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",10.7217406479,10.536089,19.067262,22.786269,7234.86532806,194.442145155,245.667018,73.5344124381,12.558944692971,0
"1128",2048,"slowpoke_flat","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",16.3970162172,10.296459,100.299661,101.115154,7133.08230998,318.012257641,348.661173,69.9092707265,19.413168631438,0
"1129",2048,"google","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",51.1711464827,1.515622,168.826719,257.612621,6943.61469001,531.994248512,609.931929,71.2253157608,55.979377502993,0
"1130",2048,"flat5","tolerance:0.05","error: 5%","strong","200ms",NA,"read_heavy",5.46592653354,5.314722,6.077921,6.21702,7309.52578453,163.486824452,216.53773,72.3055077414,7.0461355127246,0
"1131",2048,"normal","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",12.6396068648,11.062973,22.670761,50.657545,7265.58358351,62.0408628778,65.110746,72.1017085148,13.13361942493,0
"1132",2048,"slowpoke_flat","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",30.9521471717,10.754465,100.998272,250.636858,7211.16768195,205.163718924,167.198444,72.7113422814,32.694262889223,0
"1133",2048,"google","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",62.4899943783,1.920756,174.346877,491.886705,7073.62250865,418.483866261,418.689773,68.9771992867,66.049933097127,0
"1135",2048,"flat5","tolerance:0.01","error: 1%","strong","0ms",NA,"read_heavy",14.4139727387,5.763251,19.20524,202.760058,7079.11687854,30.4717630763,26.181644,72.7406605469,14.574550642076,0
"1136",2048,"normal","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",10.7718148235,10.72383,19.455461,22.610054,7158.7915204,253.013514987,257.364571,73.2646439152,13.194231825135,0
"1137",2048,"slowpoke_flat","tolerance:0.01","error: 1%","strong","200ms",NA,"read_heavy",16.5543846734,10.298289,100.252552,101.106656,7030.25811141,390.092785005,355.712547,71.1734020962,20.289768676716,0
